cement,slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,compressive_strength,w_c_ratio,log_age,w_c_ratio_bin
427.5,47.5,0.0,228.0,0.0,932.0,594.0,365,43.698299404,0.5333333333333333,5.899897353582492,2
237.5,237.5,0.0,228.0,0.0,932.0,594.0,365,38.995383608,0.96,5.899897353582492,7
380.0,0.0,0.0,228.0,0.0,932.0,670.0,180,53.104130996,0.6,5.19295685089021,3
427.5,47.5,0.0,228.0,0.0,932.0,594.0,90,41.542997428,0.5333333333333333,4.499809670330265,2
427.5,47.5,0.0,228.0,0.0,932.0,594.0,7,35.076402024,0.5333333333333333,1.9459101490553128,2
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,3,15.049192652,0.5501432664756447,1.0986122886681098,2
380.0,95.0,0.0,228.0,0.0,932.0,594.0,180,40.759063216,0.6,5.19295685089021,3
237.5,237.5,0.0,228.0,0.0,932.0,594.0,7,26.258003984,0.96,1.9459101490553128,7
380.0,95.0,0.0,228.0,0.0,932.0,594.0,7,32.823194456,0.6,1.9459101490553128,3
332.5,142.5,0.0,228.0,0.0,932.0,594.0,180,39.77931782,0.6857142857142857,5.19295685089021,5
190.0,190.0,0.0,228.0,0.0,932.0,670.0,180,46.931941844,1.2,5.19295685089021,8
237.5,237.5,0.0,228.0,0.0,932.0,594.0,90,33.116911232,0.96,4.499809670330265,7
304.0,76.0,0.0,228.0,0.0,932.0,670.0,90,49.185149412,0.75,4.499809670330265,5
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,7,14.58931216,1.375358166189112,1.9459101490553128,9
198.6,132.4,0.0,192.0,0.0,978.4,825.5,7,14.638264956,0.9667673716012084,1.9459101490553128,7
475.0,0.0,0.0,228.0,0.0,932.0,594.0,365,41.934619796,0.48,5.899897353582492,1
198.6,132.4,0.0,192.0,0.0,978.4,825.5,3,9.131420144,0.9667673716012084,1.0986122886681098,7
304.0,76.0,0.0,228.0,0.0,932.0,670.0,180,50.94882902,0.75,5.19295685089021,5
332.5,142.5,0.0,228.0,0.0,932.0,594.0,28,33.01900564,0.6857142857142857,3.332204510175204,5
304.0,76.0,0.0,228.0,0.0,932.0,670.0,270,54.378282644,0.75,5.598421958998375,5
266.0,114.0,0.0,228.0,0.0,932.0,670.0,270,51.732763232,0.8571428571428571,5.598421958998375,7
310.0,0.0,0.0,192.0,0.0,971.0,850.6,3,9.86640156,0.6193548387096774,1.0986122886681098,4
190.0,190.0,0.0,228.0,0.0,932.0,670.0,270,50.655112244,1.2,5.598421958998375,8
266.0,114.0,0.0,228.0,0.0,932.0,670.0,180,48.695621452,0.8571428571428571,5.19295685089021,7
342.0,38.0,0.0,228.0,0.0,932.0,670.0,270,55.064311264,0.6666666666666666,5.598421958998375,4
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,360,44.698039604,1.375358166189112,5.886104031450156,9
332.5,142.5,0.0,228.0,0.0,932.0,594.0,7,30.275580636,0.6857142857142857,1.9459101490553128,5
190.0,190.0,0.0,228.0,0.0,932.0,670.0,28,40.856968808,1.2,3.332204510175204,8
485.0,0.0,0.0,146.0,0.0,1120.0,800.0,28,71.98818916,0.3010309278350515,3.332204510175204,0
374.0,189.2,0.0,170.1,10.1,926.1,756.7,3,34.39795764,0.4548128342245989,1.0986122886681098,1
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,3,28.79941252,0.5601659751037344,1.0986122886681098,2
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,33.39821744,0.3611764705882353,1.0986122886681098,0
425.0,106.3,0.0,151.4,18.6,936.0,803.7,3,36.3009114,0.3562352941176471,1.0986122886681098,0
375.0,93.8,0.0,126.6,23.4,852.1,992.6,3,28.99936056,0.3376,1.0986122886681098,0
475.0,118.8,0.0,181.1,8.9,852.1,781.5,3,37.79707432,0.3812631578947368,1.0986122886681098,0
469.0,117.2,0.0,137.8,32.2,852.1,840.5,3,40.1964508,0.293816631130064,1.0986122886681098,0
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,33.39821744,0.3611764705882353,1.0986122886681098,0
388.6,97.1,0.0,157.9,12.1,852.1,925.7,3,28.096147,0.4063304168811116,1.0986122886681098,1
531.3,0.0,0.0,141.8,28.2,852.1,893.7,3,41.2996124,0.266892527762093,1.0986122886681098,0
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,33.39821744,0.3611764705882353,1.0986122886681098,0
318.8,212.5,0.0,155.7,14.3,852.1,880.4,3,25.2003478,0.4883939774153073,1.0986122886681098,2
401.8,94.7,0.0,147.4,11.4,946.8,852.1,3,41.09966436,0.3668491786958686,1.0986122886681098,0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3011712,0.4547710976282405,1.0986122886681098,1
323.7,282.8,0.0,183.8,10.3,942.7,659.9,3,28.29609504,0.5678097003398209,1.0986122886681098,2
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,3,28.59946448,0.4055335968379446,1.0986122886681098,1
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3011712,0.4547710976282405,1.0986122886681098,1
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,3,24.40055564,0.505413901501921,1.0986122886681098,2
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3011712,0.4547710976282405,1.0986122886681098,1
439.0,177.0,0.0,186.0,11.1,884.9,707.9,3,39.300132,0.4236902050113895,1.0986122886681098,1
389.9,189.0,0.0,145.9,22.0,944.7,755.8,3,40.59634688,0.3741985124390869,1.0986122886681098,0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3011712,0.4547710976282405,1.0986122886681098,1
337.9,189.0,0.0,174.9,9.5,944.7,755.8,3,24.0971862,0.5176087599881622,1.0986122886681098,2
374.0,189.2,0.0,170.1,10.1,926.1,756.7,7,46.20178676,0.4548128342245989,1.9459101490553128,1
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,7,42.79577532,0.5601659751037344,1.9459101490553128,2
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.20100736,0.3611764705882353,1.9459101490553128,0
425.0,106.3,0.0,151.4,18.6,936.0,803.7,7,46.80163088,0.3562352941176471,1.9459101490553128,0
375.0,93.8,0.0,126.6,23.4,852.1,992.6,7,45.69846928,0.3376,1.9459101490553128,0
475.0,118.8,0.0,181.1,8.9,852.1,781.5,7,55.59934464,0.3812631578947368,1.9459101490553128,0
469.0,117.2,0.0,137.8,32.2,852.1,840.5,7,54.89607912,0.293816631130064,1.9459101490553128,0
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.20100736,0.3611764705882353,1.9459101490553128,0
388.6,97.1,0.0,157.9,12.1,852.1,925.7,7,34.90127512,0.4063304168811116,1.9459101490553128,1
531.3,0.0,0.0,141.8,28.2,852.1,893.7,7,46.89815752,0.266892527762093,1.9459101490553128,0
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.20100736,0.3611764705882353,1.9459101490553128,0
318.8,212.5,0.0,155.7,14.3,852.1,880.4,7,33.39821744,0.4883939774153073,1.9459101490553128,2
401.8,94.7,0.0,147.4,11.4,946.8,852.1,7,54.09628696,0.3668491786958686,1.9459101490553128,0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.89581932,0.4547710976282405,1.9459101490553128,1
323.7,282.8,0.0,183.8,10.3,942.7,659.9,7,49.80085148,0.5678097003398209,1.9459101490553128,2
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,7,47.09810556,0.4055335968379446,1.9459101490553128,1
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.89581932,0.4547710976282405,1.9459101490553128,1
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,7,37.99702236,0.505413901501921,1.9459101490553128,2
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.89581932,0.4547710976282405,1.9459101490553128,1
439.0,177.0,0.0,186.0,11.1,884.9,707.9,7,56.09576736,0.4236902050113895,1.9459101490553128,1
389.9,189.0,0.0,145.9,22.0,944.7,755.8,7,59.09498796,0.3741985124390869,1.9459101490553128,0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,22.89749796,0.4547710976282405,1.9459101490553128,1
337.9,189.0,0.0,174.9,9.5,944.7,755.8,7,35.10122316,0.5176087599881622,1.9459101490553128,2
374.0,189.2,0.0,170.1,10.1,926.1,756.7,28,61.09446836,0.4548128342245989,3.332204510175204,1
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,28,59.79825348,0.5601659751037344,3.332204510175204,2
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.2946762,0.3611764705882353,3.332204510175204,0
425.0,106.3,0.0,151.4,18.6,936.0,803.7,28,61.79773388,0.3562352941176471,3.332204510175204,0
375.0,93.8,0.0,126.6,23.4,852.1,992.6,28,56.69561148,0.3376,3.332204510175204,0
475.0,118.8,0.0,181.1,8.9,852.1,781.5,28,68.29949256,0.3812631578947368,3.332204510175204,0
469.0,117.2,0.0,137.8,32.2,852.1,840.5,28,66.89985628,0.293816631130064,3.332204510175204,0
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.2946762,0.3611764705882353,3.332204510175204,0
388.6,97.1,0.0,157.9,12.1,852.1,925.7,28,50.69717028,0.4063304168811116,3.332204510175204,1
531.3,0.0,0.0,141.8,28.2,852.1,893.7,28,56.3991368,0.266892527762093,3.332204510175204,0
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.2946762,0.3611764705882353,3.332204510175204,0
318.8,212.5,0.0,155.7,14.3,852.1,880.4,28,55.49592324,0.4883939774153073,3.332204510175204,2
401.8,94.7,0.0,147.4,11.4,946.8,852.1,28,68.4994406,0.3668491786958686,3.332204510175204,0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.29871315999999,0.4547710976282405,3.332204510175204,1
323.7,282.8,0.0,183.8,10.3,942.7,659.9,28,74.69782984,0.5678097003398209,3.332204510175204,2
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,28,52.20022796,0.4055335968379446,3.332204510175204,1
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.29871315999999,0.4547710976282405,3.332204510175204,1
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,28,67.69964844,0.505413901501921,3.332204510175204,2
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.29871315999999,0.4547710976282405,3.332204510175204,1
439.0,177.0,0.0,186.0,11.1,884.9,707.9,28,65.99664272,0.4236902050113895,3.332204510175204,1
389.9,189.0,0.0,145.9,22.0,944.7,755.8,28,74.4978818,0.3741985124390869,3.332204510175204,0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.29871315999999,0.4547710976282405,3.332204510175204,1
337.9,189.0,0.0,174.9,9.5,944.7,755.8,28,49.89737812,0.5176087599881622,3.332204510175204,2
374.0,189.2,0.0,170.1,10.1,926.1,756.7,56,63.3973182,0.4548128342245989,4.02535169073515,1
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56,64.90037588,0.5601659751037344,4.02535169073515,2
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.30053176,0.3611764705882353,4.02535169073515,0
425.0,106.3,0.0,151.4,18.6,936.0,803.7,56,64.90037588,0.3562352941176471,4.02535169073515,0
375.0,93.8,0.0,126.6,23.4,852.1,992.6,56,60.19814956,0.3376,4.02535169073515,0
475.0,118.8,0.0,181.1,8.9,852.1,781.5,56,72.29845336,0.3812631578947368,4.02535169073515,0
469.0,117.2,0.0,137.8,32.2,852.1,840.5,56,69.29923276,0.293816631130064,4.02535169073515,0
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.30053176,0.3611764705882353,4.02535169073515,0
388.6,97.1,0.0,157.9,12.1,852.1,925.7,56,55.19944856,0.4063304168811116,4.02535169073515,1
531.3,0.0,0.0,141.8,28.2,852.1,893.7,56,58.79851328,0.266892527762093,4.02535169073515,0
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.30053176,0.3611764705882353,4.02535169073515,0
318.8,212.5,0.0,155.7,14.3,852.1,880.4,56,66.10006412,0.4883939774153073,4.02535169073515,2
401.8,94.7,0.0,147.4,11.4,946.8,852.1,56,73.69808963999999,0.3668491786958686,4.02535169073515,0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.29715436,0.4547710976282405,4.02535169073515,1
323.7,282.8,0.0,183.8,10.3,942.7,659.9,56,80.19984832,0.5678097003398209,4.02535169073515,2
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,56,54.89607912,0.4055335968379446,4.02535169073515,1
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.29715436,0.4547710976282405,4.02535169073515,1
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,56,72.99482412,0.505413901501921,4.02535169073515,2
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.29715436,0.4547710976282405,4.02535169073515,1
439.0,177.0,0.0,186.0,11.1,884.9,707.9,56,71.69860924,0.4236902050113895,4.02535169073515,1
389.9,189.0,0.0,145.9,22.0,944.7,755.8,56,79.40005615999999,0.3741985124390869,4.02535169073515,0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.29715436,0.4547710976282405,4.02535169073515,1
337.9,189.0,0.0,174.9,9.5,944.7,755.8,56,59.89478012,0.5176087599881622,4.02535169073515,2
374.0,189.2,0.0,170.1,10.1,926.1,756.7,91,64.90037588,0.4548128342245989,4.51085950651685,1
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,91,66.59648684,0.5601659751037344,4.51085950651685,2
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.19685056,0.3611764705882353,4.51085950651685,0
425.0,106.3,0.0,151.4,18.6,936.0,803.7,91,66.69990824,0.3562352941176471,4.51085950651685,0
375.0,93.8,0.0,126.6,23.4,852.1,992.6,91,62.5009994,0.3376,4.51085950651685,0
475.0,118.8,0.0,181.1,8.9,852.1,781.5,91,74.19451236,0.3812631578947368,4.51085950651685,0
469.0,117.2,0.0,137.8,32.2,852.1,840.5,91,70.69886903999999,0.293816631130064,4.51085950651685,0
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.19685056,0.3611764705882353,4.51085950651685,0
388.6,97.1,0.0,157.9,12.1,852.1,925.7,91,57.59882504,0.4063304168811116,4.51085950651685,1
531.3,0.0,0.0,141.8,28.2,852.1,893.7,91,59.19840936,0.266892527762093,4.51085950651685,0
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.19685056,0.3611764705882353,4.51085950651685,0
318.8,212.5,0.0,155.7,14.3,852.1,880.4,91,68.09954452,0.4883939774153073,4.51085950651685,2
401.8,94.7,0.0,147.4,11.4,946.8,852.1,91,75.49762199999999,0.3668491786958686,4.51085950651685,0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.29663476,0.4547710976282405,4.51085950651685,1
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,91,56.49566344,0.4055335968379446,4.51085950651685,1
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.29663476,0.4547710976282405,4.51085950651685,1
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,91,76.80073164,0.505413901501921,4.51085950651685,2
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.29663476,0.4547710976282405,4.51085950651685,1
439.0,177.0,0.0,186.0,11.1,884.9,707.9,91,73.29819356,0.4236902050113895,4.51085950651685,1
389.9,189.0,0.0,145.9,22.0,944.7,755.8,91,82.5992248,0.3741985124390869,4.51085950651685,0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.29663476,0.4547710976282405,4.51085950651685,1
337.9,189.0,0.0,174.9,9.5,944.7,755.8,91,67.79617508,0.5176087599881622,4.51085950651685,2
222.36,0.0,96.67,189.29,4.46,967.08,870.32,3,11.57630204,0.8512772081309588,1.0986122886681098,7
222.36,0.0,96.67,189.29,4.46,967.08,870.32,14,24.44881896,0.8512772081309588,2.6390573296152584,7
222.36,0.0,96.67,189.29,4.46,967.08,870.32,28,24.8900836,0.8512772081309588,3.332204510175204,7
222.36,0.0,96.67,189.29,4.46,967.08,870.32,56,29.44751996,0.8512772081309588,4.02535169073515,7
222.36,0.0,96.67,189.29,4.46,967.08,870.32,100,40.7135578,0.8512772081309588,4.605170185988092,7
233.81,0.0,94.58,197.89,4.567,947.04,852.16,3,10.38350856,0.8463709849878106,1.0986122886681098,6
233.81,0.0,94.58,197.89,4.567,947.04,852.16,14,22.13907436,0.8463709849878106,2.6390573296152584,6
233.81,0.0,94.58,197.89,4.567,947.04,852.16,28,22.83544512,0.8463709849878106,3.332204510175204,6
233.81,0.0,94.58,197.89,4.567,947.04,852.16,56,27.66177712,0.8463709849878106,4.02535169073515,6
233.81,0.0,94.58,197.89,4.567,947.04,852.16,100,34.55653712,0.8463709849878106,4.605170185988092,6
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,3,12.45193656,0.8507294020957469,1.0986122886681098,7
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,14,24.98661024,0.8507294020957469,2.6390573296152584,7
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,28,25.72434956,0.8507294020957469,3.332204510175204,7
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,56,33.96358776,0.8507294020957469,4.02535169073515,7
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,100,37.34202016,0.8507294020957469,4.605170185988092,7
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,3,15.04436632,0.8503251520872666,1.0986122886681098,7
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,14,21.0634918,0.8503251520872666,2.6390573296152584,7
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,28,26.40003604,0.8503251520872666,3.332204510175204,7
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,56,35.34253976,0.8503251520872666,4.02535169073515,7
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,100,40.56876784,0.8503251520872666,4.605170185988092,7
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,3,12.47262084,0.8502381289196964,1.0986122886681098,6
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,14,20.91870184,0.8502381289196964,2.6390573296152584,6
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,28,24.90387312,0.8502381289196964,3.332204510175204,6
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,56,34.20490436,0.8502381289196964,4.02535169073515,6
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,100,39.6103962,0.8502381289196964,4.605170185988092,6
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,3,10.0318758,0.849980432230291,1.0986122886681098,6
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,14,20.08443588,0.849980432230291,2.6390573296152584,6
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,28,24.48329276,0.849980432230291,3.332204510175204,6
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,56,31.53663224,0.849980432230291,4.02535169073515,6
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,100,35.34253976,0.849980432230291,4.605170185988092,6
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,3,9.4458212,0.8503204791425869,1.0986122886681098,6
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,14,22.7182342,0.8503204791425869,2.6390573296152584,6
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,28,28.46846404,0.8503204791425869,3.332204510175204,6
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,56,38.56239268,0.8503204791425869,4.02535169073515,6
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,100,40.38950408,0.8503204791425869,4.605170185988092,6
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,3,10.76272036,1.0624360286591608,1.0986122886681098,8
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,14,25.48303296,1.0624360286591608,2.6390573296152584,8
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,28,21.53923024,1.0624360286591608,3.332204510175204,8
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,56,28.62704352,1.0624360286591608,4.02535169073515,8
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,100,33.5430074,1.0624360286591608,4.605170185988092,8
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,3,7.74971024,0.7249181303959512,1.0986122886681098,5
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,14,17.8229546,0.7249181303959512,2.6390573296152584,5
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,28,24.24197616,0.7249181303959512,3.332204510175204,5
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,56,32.8535314,0.7249181303959512,4.02535169073515,5
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,100,39.2311844,0.7249181303959512,4.605170185988092,5
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,3,17.9953236,0.8502245929253229,1.0986122886681098,6
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,14,30.38520732,0.8502245929253229,2.6390573296152584,6
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,28,45.70536404,0.8502245929253229,3.332204510175204,6
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,56,50.77301264,0.8502245929253229,4.02535169073515,6
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,100,53.90323368,0.8502245929253229,4.605170185988092,6
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,3,13.18278112,0.8502058383233534,1.0986122886681098,6
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,14,17.83674412,0.8502058383233534,2.6390573296152584,6
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,28,40.2309246,0.8502058383233534,3.332204510175204,6
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,56,47.13257936,0.8502058383233534,4.02535169073515,6
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,100,49.97322048,0.8502058383233534,4.605170185988092,6
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,3,13.35515012,0.8500087077673284,1.0986122886681098,6
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,14,22.31833812,0.8500087077673284,2.6390573296152584,6
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,28,24.53845084,0.8500087077673284,3.332204510175204,6
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,56,31.35047372,0.8500087077673284,4.02535169073515,6
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,100,40.85834776,0.8500087077673284,4.605170185988092,6
238.05,0.0,94.11,186.66,7.0,949.91,847.01,3,19.93275116,0.7841209829867675,1.0986122886681098,6
238.05,0.0,94.11,186.66,7.0,949.91,847.01,14,25.68987576,0.7841209829867675,2.6390573296152584,6
238.05,0.0,94.11,186.66,7.0,949.91,847.01,28,30.2335226,0.7841209829867675,3.332204510175204,6
238.05,0.0,94.11,186.66,7.0,949.91,847.01,56,39.58971192,0.7841209829867675,4.02535169073515,6
238.05,0.0,94.11,186.66,7.0,949.91,847.01,100,44.298833,0.7841209829867675,4.605170185988092,6
250.0,0.0,95.69,187.42,5.53,956.86,861.17,3,13.81709904,0.7496799999999999,1.0986122886681098,5
250.0,0.0,95.69,187.42,5.53,956.86,861.17,14,24.91766264,0.7496799999999999,2.6390573296152584,5
250.0,0.0,95.69,187.42,5.53,956.86,861.17,28,29.21999288,0.7496799999999999,3.332204510175204,5
